"","id","thread_id","author","author_full","author_followers","author_likes","author_videos","author_avatar","body","timestamp","unix_timestamp","is_duet","is_ad","music_name","music_id","music_url","music_thumbnail","music_author","video_url","tiktok_url","thumbnail_url","likes","comments","shares","plays","hashtags","challenges","diversification_labels","location_created","stickers","effects","warning"
"583","7113747255630269701","7113747255630269701","lulaestrellaa","Estrela Lula",9120,8031,169,NA,"O compromisso que ja deu certo 1️⃣3️⃣⭐️⭐️⭐️🦑🇧🇷 #lulaoficial #luladenovo#eleicoes2022 #lula#lulapresidente2022 #foragenocida",2022-06-27 02:52:42,1656298362,"no","no","Fundo Musical Oração e Pregação Forte 1","6956351310979401730","https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6481573afd9c4db4a5c9f7ed0fe0bbd7","https://p77-va.tiktokcdn.com/img/tos-useast2a-v-2774/fff6688e1a394ab1a078fb2cb806019b~c5_720x720.jpeg","Cicero Euclides","https://v16-webapp-prime.tiktok.com/video/tos/maliva/tos-maliva-ve-0068c801-us/5aaae786d948449db9aedcb90986d59f/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=3018&bt=1509&cs=0&ds=3&ft=4fUEKMXh8Zmo0xChbb4jVxuhJpWrKsd.&mime_type=video_mp4&qs=0&rc=aWYzNjs8NDo1ZDVmaGlmN0BpM3A1Zzg6ZnBrZDMzNzczM0A1Xi9iYTFfNTQxYDNjMTIzYSNzYGtscjRfanBgLS1kMTZzcw%3D%3D&btag=e00088000&expire=1741788211&l=202503101402447A5FC78DE320E307A81D&ply_type=2&policy=2&signature=25c2bb8b95d3b6f148a84a5f6f87a670&tk=tt_chain_token","https://www.tiktok.com/@lulaestrellaa/video/7113747255630269701","https://p77-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0542fc5a542c4fe8be8f6a3bb0d4ca77?lk3s=b59d6b55&x-expires=1741788000&x-signature=Va1qdf13%2FS6ZyN9OL4D88hN8U3c%3D&shp=b59d6b55&shcp=-",7689,435,1739,156100,"lulaoficial,luladenovo,eleicoes2022,lula,lulapresidente2022,foragenocida","lulaoficial,luladenovo,eleicoes2022,lula,lulapresidente2022,foragenocida",NA,NA,"O compromisso é com o povo Brasileiro 1️⃣3️⃣⭐️⭐️⭐️🦑🇧🇷",NA,NA
"584","7054480593295346950","7054480593295346950","knind","Knind",68300,3071,782,NA,"#lula13 #lula13presidentedenovo #100k #lulaeumaideia #viral",2022-01-18 09:47:41,1642499261,"no","no","Oceans (Where Feet May Fail) [Instrumental Version]","6769807369405745153",NA,"https://p77-sign-va.tiktokcdn.com/tos-useast2a-v-2774/b20457b3342d4bbc9fda7a630d70597c~c5_720x720.jpeg?lk3s=08d74b56&x-expires=1741636966&x-signature=vmMXTajZnPP7VppHJZ6bBT5Ie8s%3D","Instrumental Christian Songs & Christian Instrumental Guitar Music & Contemporary Christian Music","https://v16-webapp-prime.tiktok.com/video/tos/maliva/tos-maliva-ve-0068c801-us/71489d7778a2476c863e3fa66a465342/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&br=572&bt=286&cs=0&ds=3&ft=4fUEKMXh8Zmo0xChbb4jVxuhJpWrKsd.&mime_type=video_mp4&qs=0&rc=Ojk8OmloNTY4NThlaGVpNEBpam40eGg6Zjg7OjMzNzczM0AvMF9jXzMzNTMxY19hYmEtYSMxXmJlcjRvYGdgLS1kMTZzcw%3D%3D&btag=e00088000&expire=1741788222&l=202503101402447A5FC78DE320E307A81D&ply_type=2&policy=2&signature=64003a24c58eb89a5c9fe9c420757794&tk=tt_chain_token","https://www.tiktok.com/@knind/video/7054480593295346950","https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/c3f986bfb16147e8801c21b4564c59e7~tplv-dmt-logom:tos-useast2a-v-0068/19d0afcee1e544ea8970cc6ce2a7dd8e.image?lk3s=b59d6b55&x-expires=1741788000&x-signature=lEC3QQC0%2FXmwV%2BxLWZrhnoLPh1s%3D&shp=b59d6b55&shcp=-",19500,2671,4574,232200,"lula13,lula13presidentedenovo,100k,lulaeumaideia,viral","lula13,lula13presidentedenovo,100k,lulaeumaideia,viral",NA,NA,"é Lula lá O melhor presidente de todos os tempos ele tá voltando ainda esse ano O homem que ajuda o mundo a combater a desigualdade  vídeo 6
sempre pensando no outro",NA,NA
"585","7157863012953509125","7157863012953509125","lulapresidentedenovo","lulasegundoturno",78,158,12,NA,"Marque a PATRÍCIA que irá votar em LULA no SEGUNDO TURNO! 13🌟❤️  #lula #lula2022 #lulapresidente2022 #lulasemmedodeserfeliz #lulasegundoturno2022 #lulanosegundoturno #lulapresidente #lulasegundoturno2022❤❤❤❤❤ #lula13 #lula13pt2022",2022-10-24 00:04:22,1666569862,"no","no","Lula Lá no Funk (O Pai Tá On)","7126933408743163905","https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3f070426e63d4794ab4a54b77a32c941","https://p77-va.tiktokcdn.com/img/tos-useast2a-v-2774/b9c8ae15e0254a2d8ec85c1fcf9d5328~c5_720x720.jpeg","Festa do Lula & DJ Fábio ACM","https://webapp-va.tiktok.com/e03943a26c7cedcc96d8e50f305d3d72/67d19412/kmoat/mps/logo/v2/r/p/v09044g40000cdatcg3c77u24s47mbvg/909723924c0b473b9f2b7bdca4c030ef/9357a34c33c149828e3d8ee2af5ed417/mp4/main.mp4?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&br=0&bt=0&cs=0&ds=3&ft=piBEGMXh8Zmo0xChbb4jVxuhJpWrKsd.&mime_type=video_mp4&qs=0&rc=cnF8b2hsc2d3SkBwbmQxaDFwekApaDZmZGc6NTw2NzM3PDU8PGcpeXA3N3g6NmZkZjMzajc8eXljRl5Nc3FePmJKYSNgbV90YmJeYGMtLTFgX19jXzRfYC8wNC06Y2RfNHAvNGBkcWEtLTExLS06&btag=e000b0000&definition=720p&du=12&item_id=7157863012953509125&l=202503101402447A5FC78DE320E307A81D&logo_type=tiktok_m&ply_type=2&policy=eyJ2bSI6MiwiY2siOiJ0dF9jaGFpbl90b2tlbiJ9&user_text=lulapresidentedenovo","https://www.tiktok.com/@lulapresidentedenovo/video/7157863012953509125","https://p77-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/bae032fa25f641fe96720f62421bbe2d_1666569863?lk3s=b59d6b55&x-expires=1741788000&x-signature=oSozj%2BmtpV3bUWh%2BJbgqGj7kIGw%3D&shp=b59d6b55&shcp=-",34,2,14,440,"lula,lula2022,lulapresidente2022,lulasemmedodeserfeliz,lulasegundoturno2022,lulanosegundoturno,lulapresidente,lulasegundoturno2022❤❤❤❤❤,lula13,lula13pt2022","lula,lula2022,lulapresidente2022,lulasemmedodeserfeliz,lulasegundoturno2022,lulanosegundoturno,lulapresidente,lulasegundoturno2022❤❤❤❤❤,lula13,lula13pt2022",NA,NA,NA,NA,NA
"586","7133419338081553670","7133419338081553670","vouvotarnolula","vou votar no lula",4940,899,36,NA,"#CapCut #lula #voltalula #obrasilfelizdenovo",2022-08-19 03:10:26,1660878626,"no","no","Words - Original 1982","6723290326728968194","https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/osolkBoAHdnJgcCDQrQtBP50mQe4ZGSDWre2bF","https://p77-va.tiktokcdn.com/img/tos-useast2a-v-2774/oEAbM8J6CkWZVnHkEfwBFlA3CJDtmkRQgABYEf~c5_720x720.jpeg","F.R. David","https://v16-webapp-prime.tiktok.com/video/tos/maliva/tos-maliva-ve-0068c801-us/09aca732528248ff9da8051eb5b90525/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=2102&bt=1051&cs=0&ds=3&ft=4fUEKMXh8Zmo0xChbb4jVxuhJpWrKsd.&mime_type=video_mp4&qs=0&rc=aGhmNzVmNTw1Zzk5ZzZpNUBpajtsczg6ZmtpZTMzNzczM0AzMS80NTNiNjIxNjNfLzVfYSMzYmdrcjRvb3NgLS1kMTZzcw%3D%3D&btag=e000b8000&expire=1741788183&l=202503101402447A5FC78DE320E307A81D&ply_type=2&policy=2&signature=236ffddabe519d1019ad3ef0acb01e54&tk=tt_chain_token","https://www.tiktok.com/@vouvotarnolula/video/7133419338081553670","https://p77-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/402a4810a5dd4afab8763f810da9beae_1660878627?lk3s=b59d6b55&x-expires=1741788000&x-signature=muLDAIxOh%2FcFWbMCtFtBph5G3iw%3D&shp=b59d6b55&shcp=-",40700,3957,6252,573000,"capcut,lula,voltalula,obrasilfelizdenovo","capcut,lula,voltalula,obrasilfelizdenovo",NA,NA,"Lula em 1980",NA,NA
"587","7158214078748462342","7158214078748462342","lulapresidentedenovo","lulasegundoturno",78,158,12,NA,"Marque a RUTH que irá votar em LULA no SEGUNDO TURNO! 13🌟❤️  #lula #lula2022 #lula13 #lula13pt2022 #lulasegundoturno2022 #lulanosegundoturno #lulapresidente #eleições2022 #eleições2022🇧🇷 #eleições2022⭐❤️ #eleições2022segundoturno #luisinacioluladasilva #lulapresidente2022❤️ #lulasegundoturno2022❤❤❤❤❤",2022-10-24 22:46:37,1666651597,"no","no","Lula Lá no Funk (O Pai Tá On)","7126933408743163905","https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3f070426e63d4794ab4a54b77a32c941","https://p77-va.tiktokcdn.com/img/tos-useast2a-v-2774/b9c8ae15e0254a2d8ec85c1fcf9d5328~c5_720x720.jpeg","Festa do Lula & DJ Fábio ACM","https://webapp-va.tiktok.com/3780ea8a8e63a76d7705ae17e57702d7/67d19411/kmoat/mps/logo/v2/r/p/v09044g40000cdbhbfrc77u6ohnu9150/ee4bf92e094e4b08a4a06f42c0997968/715d0db7fcd6e2148ddfb01eaaa27f8a/mp4/main.mp4?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&br=0&bt=0&cs=0&ds=3&ft=piBEGMXh8Zmo0xChbb4jVxuhJpWrKsd.&mime_type=video_mp4&qs=0&rc=cnF8b2hsc2d3SkBwbmQxaDFwekApOTo8Zjc5ZGQzNzczNWk3aGcpODxxcng6dWVlZjMzajc8eXljRl5Nc3FePmJKYSNgbV90YmJeYDU2Ni0vYy0xNV9iNmI2X2I6Yy0ucmUzNGBjZWEtLTExLS06&btag=e000b0000&definition=720p&du=11&item_id=7158214078748462342&l=202503101402447A5FC78DE320E307A81D&logo_type=tiktok_m&ply_type=2&policy=eyJ2bSI6MiwiY2siOiJ0dF9jaGFpbl90b2tlbiJ9&user_text=lulapresidentedenovo","https://www.tiktok.com/@lulapresidentedenovo/video/7158214078748462342","https://p77-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/310c86359e954e0380af2265cf694654_1666651598?lk3s=b59d6b55&x-expires=1741788000&x-signature=Msfj5%2FG1v0pUSUCoJGMNjkzprNo%3D&shp=b59d6b55&shcp=-",17,0,1,225,"lula,lula2022,lula13,lula13pt2022,lulasegundoturno2022,lulanosegundoturno,lulapresidente,eleições2022,eleições2022🇧🇷,eleições2022⭐❤️,eleições2022segundoturno,luisinacioluladasilva,lulapresidente2022❤️,lulasegundoturno2022❤❤❤❤❤","lula,lula2022,lula13,lula13pt2022,lulasegundoturno2022,lulanosegundoturno,lulapresidente,eleições2022,eleições2022🇧🇷,eleições2022⭐❤️,eleições2022segundoturno,luisinacioluladasilva,lulapresidente2022❤️,lulasegundoturno2022❤❤❤❤❤",NA,NA,NA,NA,NA
"588","7160000330271345926","7160000330271345926","lulapresidentedenovo","lulasegundoturno",78,158,12,NA,"Marque o JOÃO que irá votar em LULA no SEGUNDO TURNO! 13🌟❤️  #lula #lula2022 #lulapresidente2022 #lulasemmedodeserfeliz #lulasegundoturno2022 #lulanosegundoturno #lulapresidente #lulasegundoturno2022❤❤❤❤❤ #lula13 #lula13pt2022",2022-10-29 18:18:09,1667067489,"no","no","O Lula ta vindo ai, faz o L ai","7101069111030974465","https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/okBUGWAWUhu2VEmIyOiiJ1dZpCM7vl5A9rYUr","https://p77-va.tiktokcdn.com/img/tos-useast2a-v-2774/13ef5c2b58494889843d73d2f48f302d~c5_720x720.jpeg","JD Imperador","https://webapp-va.tiktok.com/d01b18137dfc61c0cd188eb0ab91aed4/67d19411/kmoat/mps/logo/v2/r/p/v09044g40000cdems5rc77u6fv5seebg/fd0ea1b37e74454a91f038e4eb94d7d1/95aac82f329e633e27fb2f7b57124420/mp4/main.mp4?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&br=0&bt=0&cs=0&ds=3&ft=piBEGMXh8Zmo0xChbb4jVxuhJpWrKsd.&mime_type=video_mp4&qs=0&rc=cnF8b2hsc2d3SkBwbmQxaDFwekApZ2c8aGg2aTw3Nzo6ZWQzaWcpZWg4aXg6dXZoZjMzajc8eXljRl5Nc3FePmJKYSNgbV90YmJeYC40MV8xNS0uXjIxYjAuYmE6Y2RicHMzNGAyamEtLTExLS06&btag=e000b0000&definition=720p&du=11&item_id=7160000330271345926&l=202503101402447A5FC78DE320E307A81D&logo_type=tiktok&ply_type=2&policy=eyJ2bSI6MiwiY2siOiJ0dF9jaGFpbl90b2tlbiJ9&user_text=lulapresidentedenovo","https://www.tiktok.com/@lulapresidentedenovo/video/7160000330271345926","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/015443f85eda452bababb3c969c4195f_1667067491?lk3s=b59d6b55&x-expires=1741788000&x-signature=wa6HoH0ecJGVBxAaMy0Hz0IbJJw%3D&shp=b59d6b55&shcp=-",23,0,1,464,"lula,lula2022,lulapresidente2022,lulasemmedodeserfeliz,lulasegundoturno2022,lulanosegundoturno,lulapresidente,lulasegundoturno2022❤❤❤❤❤,lula13,lula13pt2022","lula,lula2022,lulapresidente2022,lulasemmedodeserfeliz,lulasegundoturno2022,lulanosegundoturno,lulapresidente,lulasegundoturno2022❤❤❤❤❤,lula13,lula13pt2022",NA,NA,NA,NA,NA
"589","7159960487537478917","7159960487537478917","lulapresidentedenovo","lulasegundoturno",78,158,12,NA,"Marque a LUIZA que irá votar em LULA no SEGUNDO TURNO! 13🌟❤️  #lula #lula2022 #lulapresidente2022 #lulasemmedodeserfeliz #lulasegundoturno2022 #lulanosegundoturno #lulapresidente #lulasegundoturno2022❤❤❤❤❤ #lula13 #lula13pt2022",2022-10-29 15:43:36,1667058216,"no","no","Lula Lá no Funk (O Pai Tá On)","7126933408743163905","https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3f070426e63d4794ab4a54b77a32c941","https://p77-va.tiktokcdn.com/img/tos-useast2a-v-2774/b9c8ae15e0254a2d8ec85c1fcf9d5328~c5_720x720.jpeg","Festa do Lula & DJ Fábio ACM","https://webapp-va.tiktok.com/361ab8071cf3f8a840c4e7453a84bbfc/67d19411/kmoat/mps/logo/v2/r/p/v09044g40000cdekh1bc77ud4i8o9g2g/197fc89b19d64c65975861eb57949216/591346c0b4442dc88090cadb9e261365/mp4/main.mp4?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&br=0&bt=0&cs=0&ds=3&ft=piBEGMXh8Zmo0xChbb4jVxuhJpWrKsd.&mime_type=video_mp4&qs=0&rc=cnF8b2hsc2d3SkBwbmQxaDFwekApNDw8OGg5ODw5N2c0PGY6NGcpNTw7N3g6ZWtoZjMzajc8eXljRl5Nc3FePmJKYSNgbV90YmJeYDMvMTRfLjU0MmAzNl81YzY6Y2RkbGZhNGAuaGEtLTExLS06&btag=e000b0000&definition=720p&du=11&item_id=7159960487537478917&l=202503101402447A5FC78DE320E307A81D&logo_type=tiktok_m&ply_type=2&policy=eyJ2bSI6MiwiY2siOiJ0dF9jaGFpbl90b2tlbiJ9&user_text=lulapresidentedenovo","https://www.tiktok.com/@lulapresidentedenovo/video/7159960487537478917","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/8868ee2f553446849f8f457c57e4cb1d_1667058217?lk3s=b59d6b55&x-expires=1741788000&x-signature=iWmIHd9is8KCwq60mJQOUX6rmN0%3D&shp=b59d6b55&shcp=-",14,0,0,221,"lula,lula2022,lulapresidente2022,lulasemmedodeserfeliz,lulasegundoturno2022,lulanosegundoturno,lulapresidente,lulasegundoturno2022❤❤❤❤❤,lula13,lula13pt2022","lula,lula2022,lulapresidente2022,lulasemmedodeserfeliz,lulasegundoturno2022,lulanosegundoturno,lulapresidente,lulasegundoturno2022❤❤❤❤❤,lula13,lula13pt2022",NA,NA,NA,NA,NA
"590","7159961495063825670","7159961495063825670","lulapresidentedenovo","lulasegundoturno",78,158,12,NA,"Marque o PAULO que irá votar em LULA no SEGUNDO TURNO! 13🌟❤️  #lula #lula2022 #lulapresidente2022 #lulasemmedodeserfeliz #lulasegundoturno2022 #lulanosegundoturno #lulapresidente #lulasegundoturno2022❤❤❤❤❤ #lula13 #lula13pt2022",2022-10-29 15:47:27,1667058447,"no","no","Lambadão do 13","6973655542246705153","https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1b8783c3b0b148f48ec280da739b94d2","https://p77-va.tiktokcdn.com/img/tos-useast2a-v-2774/b6122eaa5f444747a261a706f336c2de~c5_720x720.jpeg","Juliano Maderada","https://webapp-va.tiktok.com/c7bc681a89190159c57ba402c1a10abb/67d1941a/kmoat/mps/logo/v2/r/p/v09044g40000cdeklhrc77u7kns5e4ng/c7f6c633d1b2410d91bc38fb1ded8a09/50504df7026f7880ec90178b3971e058/mp4/main.mp4?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=0&bt=0&cs=0&ds=3&ft=piBEGMXh8Zmo03Chbb4jVCPxJpWrKsd.&mime_type=video_mp4&qs=0&rc=cnF8b2hsc2d3SkBwbmQxaDFwekApMztoNGk2ZTwzN2VnNmZpZmcpcWh2bng6dW9oZjMzajc8eXljRl5Nc3FePmJKYSNgbV90YmJeYDZeYWFfNWAuYS4vLjAzMzQ6Y2QxMms0NGBlaGEtLTExLS06&btag=e000b0000&definition=720p&du=11&item_id=7159961495063825670&l=20250310140253BB30790FF3EFD4127CB8&logo_type=tiktok_m&ply_type=2&policy=eyJ2bSI6MiwiY2siOiJ0dF9jaGFpbl90b2tlbiJ9&user_text=lulapresidentedenovo","https://www.tiktok.com/@lulapresidentedenovo/video/7159961495063825670","https://p77-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/accf3fe9abcc4ea59498dcd5621f83cc_1667058448?lk3s=b59d6b55&x-expires=1741788000&x-signature=UzJeJwRf1OFxE%2BJIRKL77pvjgrc%3D&shp=b59d6b55&shcp=-",22,2,7,489,"lula,lula2022,lulapresidente2022,lulasemmedodeserfeliz,lulasegundoturno2022,lulanosegundoturno,lulapresidente,lulasegundoturno2022❤❤❤❤❤,lula13,lula13pt2022","lula,lula2022,lulapresidente2022,lulasemmedodeserfeliz,lulasegundoturno2022,lulanosegundoturno,lulapresidente,lulasegundoturno2022❤❤❤❤❤,lula13,lula13pt2022",NA,NA,NA,NA,NA
"591","7159976929662192902","7159976929662192902","lulapresidentedenovo","lulasegundoturno",78,158,12,NA,"Marque a EMILLY que irá votar em LULA no SEGUNDO TURNO! 13🌟❤️  #lula #lula2022 #lulapresidente2022 #lulasemmedodeserfeliz #lulasegundoturno2022 #lulanosegundoturno #lulapresidente #lulasegundoturno2022❤❤❤❤❤ #lula13 #lula13pt2022 @emillyfernandes124",2022-10-29 16:47:22,1667062042,"no","no","Lambadão do 13","6973655542246705153","https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1b8783c3b0b148f48ec280da739b94d2","https://p77-va.tiktokcdn.com/img/tos-useast2a-v-2774/b6122eaa5f444747a261a706f336c2de~c5_720x720.jpeg","Juliano Maderada","https://webapp-va.tiktok.com/e5f05a369a8c966754c2044452be8dbc/67d1941a/kmoat/mps/logo/v2/r/p/v09044g40000cdeledrc77u3iivcbmh0/2a36f1d5454a4f2dbb291075196ea7bb/8969b93b2b0ffed6fb349a7228ab27f9/mp4/main.mp4?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&br=0&bt=0&cs=0&ds=3&ft=piBEGMXh8Zmo03Chbb4jVCPxJpWrKsd.&mime_type=video_mp4&qs=0&rc=cnF8b2hsc2d3SkBwbmQxaDFwekApZWQ5NDo0NWU1Nzc3Z2k2NWcpa2V5bHg6dWhoZjMzajc8eXljRl5Nc3FePmJKYSNgbV90YmJeYF80YjYyLTZfYWNeMjIuM146Yy1qYGYwNGBhaWEtLTExLS06&btag=e000b0000&definition=720p&du=11&item_id=7159976929662192902&l=20250310140253BB30790FF3EFD4127CB8&logo_type=tiktok&ply_type=2&policy=eyJ2bSI6MiwiY2siOiJ0dF9jaGFpbl90b2tlbiJ9&user_text=lulapresidentedenovo","https://www.tiktok.com/@lulapresidentedenovo/video/7159976929662192902","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/3e2171b05e9e44b4917d626362acc869_1667062044?lk3s=b59d6b55&x-expires=1741788000&x-signature=%2FQO9tQbK5PAJ3GtwwxxOmMFTBxY%3D&shp=b59d6b55&shcp=-",9,0,0,216,"lula,lula2022,lulapresidente2022,lulasemmedodeserfeliz,lulasegundoturno2022,lulanosegundoturno,lulapresidente,lulasegundoturno2022❤❤❤❤❤,lula13,lula13pt2022","lula,lula2022,lulapresidente2022,lulasemmedodeserfeliz,lulasegundoturno2022,lulanosegundoturno,lulapresidente,lulasegundoturno2022❤❤❤❤❤,lula13,lula13pt2022",NA,NA,NA,NA,NA
"592","7478785516016585990","7478785516016585990","michelly.freitas8","Michelly Freitas",22500,14200,1658,NA,NA,2025-03-06 19:47:32,1741290452,"no","no","Suspenseful and tense orchestra(1318015)","7146319288964483074","https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/aadd62c0a7834b87adcc68fca28a093a","https://p77-va.tiktokcdn.com/img/tos-useast2a-v-2774/d66bf55f10ae4fc4960059203f520c35~c5_720x720.jpeg","SoLaTiDo","https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-pve-0068/oYAKjPCDkjmEIK3nCAEkQhsf3DRgBFIDQRSCef/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=1496&bt=748&cs=0&ds=3&ft=4fUEKMXh8Zmo03Chbb4jVCPxJpWrKsd.&mime_type=video_mp4&qs=0&rc=OWY1OjZoPGg4O2RnOjk6OUBpMzs5dmo5cmd5eTMzNzczM0AuMl8zXmMxXi0xLmBfYjAtYSNjZWxkMmRzajFgLS1kMTZzcw%3D%3D&btag=e000b8000&expire=1741788199&l=20250310140253BB30790FF3EFD4127CB8&ply_type=2&policy=2&signature=f9720700c5d64cc25830d5d0e986b534&tk=tt_chain_token","https://www.tiktok.com/@michelly.freitas8/video/7478785516016585990","https://p77-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oMefDiMeizGJGTIINeLZvQb9K4wMgAJCfhFIHA?lk3s=b59d6b55&x-expires=1741788000&x-signature=9i1FsJBVAz6ImRV35AMTxoBC1as%3D&shp=b59d6b55&shcp=-",2014,337,431,28100,"taxa,governo,lula","pix,taxa,governo,lula",NA,NA,"LÁ SE VEM O PIX DE NOVO...
O PT NÃO CANSA!!!",NA,NA
"593","7145545050942934277","7145545050942934277","boneeka2015","Joice Stefany 🌺",6495,26700,484,NA,"#e13 #lulapresidente2022❤️ #eluladenovo #amores #viraliza #fypシ゚viral #amor❤️ #blindada #fl #❤️❤️❤️ #foryoupage #vida #foryoupage #😱😱😱😱😱😱😱😱😱😱 #RockinRio2022 #copadomundo #Brasileirao #hashtag",2022-09-20 19:24:19,1663701859,"no","no","Fez assim Fiu Fiu","7137743955613338374","https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/db229be28fbf42089d3abd93da2ba5d7","https://p77-va.tiktokcdn.com/img/tos-useast2a-v-2774/21cc5875272541bc99c517ec1c01f1b0~c5_720x720.jpeg","Dj Guuga","https://v16-webapp-prime.tiktok.com/video/tos/maliva/tos-maliva-ve-0068c801-us/ocHlvCkzxAkDAQ0fhl2Q3AIsCgE3NldokIUMVy/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=330&bt=165&cs=0&ds=3&ft=4fUEKMXh8Zmo03Chbb4jVCPxJpWrKsd.&mime_type=video_mp4&qs=0&rc=OzNlZmQ4Ojw8Zjc4NTs5N0BpajNtPDY6ZnM0ZjMzNzczM0A1Li9hMi9hNmExY2FgNDNeYSMwNS1qcjQwMmlgLS1kMTZzcw%3D%3D&btag=e000b0000&expire=1741788183&l=20250310140253BB30790FF3EFD4127CB8&ply_type=2&policy=2&signature=58d3543b593fbb56b4c081cdd22b2840&tk=tt_chain_token","https://www.tiktok.com/@boneeka2015/video/7145545050942934277","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/ea7dec85fcf34db5906d808463ff1a97?lk3s=b59d6b55&x-expires=1741788000&x-signature=h7wffFYu5q1NtvTza%2BYVR7C1AR4%3D&shp=b59d6b55&shcp=-",8158,72,1090,268600,"e13,lulapresidente2022❤️,eluladenovo,amores,viraliza,fypシ゚viral,amor❤️,blindada,fl,❤️❤️❤️,foryoupage,vida,foryoupage,😱😱😱😱😱😱😱😱😱😱,rockinrio2022,copadomundo,brasileirao,hashtag","e13,lulapresidente2022❤️,eluladenovo,amores,viraliza,fypシ゚viral,amor❤️,blindada,fl,❤️❤️❤️,foryoupage,vida,😱😱😱😱😱😱😱😱😱😱,rockinrio2022,copadomundo,brasileirao,hashtag",NA,NA,"A natureza dando sinais faz o L ⭐️",NA,NA
